mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8vb	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	Pedal_Gardez la Ped. jusqu'à   <sym>keyboardPedalUp</sym>	TextLine	TextLine_ra	TextLine_len
206	206	2653/4	2653/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2311																				
206	206	2655/4	2655/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2312																				
206	206	2657/4	2657/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2313																				
206	206	2659/4	2659/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2314																				
206	206	2661/4	2661/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2315																				
207	207	2663/4	2663/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2316		articStaccatoAbove																		
207	207	2667/4	2667/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2317		articStaccatoAbove																		
207	207	2669/4	2669/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2318		articStaccatoAbove																		
207	207	2671/4	2671/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2319		articStaccatoAbove																		
207	207	2673/4	2673/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2320		articStaccatoAbove																		
207	207	2663/4	2663/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2321																				
207	207	2665/4	2665/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2322																				
207	207	2667/4	2667/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2323																				
207	207	2669/4	2669/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2324		articStaccatoAbove																		
207	207	2671/4	2671/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2325		articStaccatoAbove																		
207	207	2673/4	2673/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2326		articStaccatoAbove																		
208	208	2675/4	2675/4	0.0	0	0	Spanner	6/8	1	1	0																	42								
208	208	2675/4	2675/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2327		articStaccatoAbove										42								
208	208	2679/4	2679/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2328		articStaccatoAbove										42								
208	208	2681/4	2681/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2329		articStaccatoAbove										42								
208	208	2683/4	2683/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2330		articStaccatoAbove										42								
208	208	2685/4	2685/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2331		articStaccatoAbove										42								
208	208	1343/2	1343/2	0.0	11/16	11/16	Spanner	6/8	1	1	0																									
208	208	2675/4	2675/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2332																				
208	208	2677/4	2677/4	0.125	1/8	1/8	Chord	6/8	2	1	1/32			1/32	1	2333																				
208	208	5355/8	5355/8	0.125	5/32	5/32	Chord	6/8	2	1	1/32			1/32	1	2334																				
208	208	1339/2	1339/2	0.125	3/16	3/16	Chord	6/8	2	1	1/32			1/32	1	2335																				
208	208	5357/8	5357/8	0.125	7/32	7/32	Chord	6/8	2	1	1/32			1/32	1	2336																				
208	208	2679/4	2679/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2337																				
208	208	2681/4	2681/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2338		articStaccatoAbove																		
208	208	2683/4	2683/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2339		articStaccatoAbove																		
208	208	2685/4	2685/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	2340		articStaccatoAbove																		
209	209	2687/4	2687/4	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
209	209	2687/4	2687/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2341																				
209	209	2689/4	2689/4	0.0	1/8	1/8	Spanner	6/8	1	1	0																	43								
209	209	2689/4	2689/4	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2342									134			43								
209	209	8069/12	8069/12	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2343									134			43								
209	209	8071/12	8071/12	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2344									134			43								
209	209	2691/4	2691/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2345									134			43								
209	209	2693/4	2693/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2346									134			43								
209	209	2695/4	2695/4	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	2347												43								
209	209	2687/4	2687/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2348																				
209	209	2689/4	2689/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2349																				
209	209	1345/2	1345/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2350																				
209	209	2691/4	2691/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2351																				
209	209	2693/4	2693/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2352		articAccentAbove																		
209	209	2695/4	2695/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2353																				
209	209	2697/4	2697/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2354																				
210	210	2699/4	2699/4	0.0	0	0	Dynamic	6/8	1	1	0						f																			
210	210	2699/4	2699/4	0.0	0	0	Spanner	6/8	1	1	0																									
210	210	2699/4	2699/4	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2355		articAccentAbove																		
210	210	2705/4	2705/4	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/4	3/4	2356		articAccentAbove																		
210	210	677	677	0.0	9/16	9/16	Chord	6/8	1	1	0	acciaccatura		1/8	3/4	2357																				
210	210	677	677	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/4	3/4	2358		articAccentAbove																		
210	210	2701/4	2701/4	0.16666666666666666	1/8	1/8	Chord	6/8	1	2	1/24			1/16	2/3	2359		articAccentAbove																		
210	210	8105/12	8105/12	0.16666666666666666	1/6	1/6	Chord	6/8	1	2	1/24			1/16	2/3	2360		articAccentAbove																		
210	210	8107/12	8107/12	0.16666666666666666	5/24	5/24	Chord	6/8	1	2	1/24			1/16	2/3	2361		articAccentAbove																		
210	210	2703/4	2703/4	0.16666666666666666	1/4	1/4	Chord	6/8	1	2	1/24			1/16	2/3	2362		articAccentAbove																		
210	210	8111/12	8111/12	0.16666666666666666	7/24	7/24	Chord	6/8	1	2	1/24			1/16	2/3	2363		articAccentAbove																		
210	210	8113/12	8113/12	0.16666666666666666	1/3	1/3	Chord	6/8	1	2	1/24			1/16	2/3	2364		articAccentAbove																		
210	210	2699/4	2699/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2365		articAccentAbove																		
210	210	2701/4	2701/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2366																				
210	210	1351/2	1351/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2367																				
210	210	2703/4	2703/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2368																				
210	210	2705/4	2705/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2369		articAccentAbove																		
210	210	2707/4	2707/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	2370																				
210	210	677	677	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	2371																				
210	210	2709/4	2709/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2372																				
211	211	2711/4	2711/4	0.0	0	0	Dynamic	6/8	1	1	0						mp																			
211	211	2711/4	2711/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2373																				
211	211	2713/4	2713/4	0.0	1/8	1/8	Spanner	6/8	1	1	0																	44								
211	211	2713/4	2713/4	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2374									135			44								
211	211	8141/12	8141/12	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2375									135			44								
211	211	8143/12	8143/12	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24			1/16	2/3	2376									135			44								
211	211	2715/4	2715/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2377									135			44								
211	211	2717/4	2717/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2378									135			44								
211	211	2719/4	2719/4	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	2379												44								
211	211	2711/4	2711/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2380																				
211	211	2713/4	2713/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2381																				
211	211	1357/2	1357/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2382																				
211	211	2715/4	2715/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2383																				
211	211	2717/4	2717/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2384		articAccentAbove																		
211	211	2719/4	2719/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2385																				
211	211	2721/4	2721/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2386																				
212	212	2723/4	2723/4	0.0	0	0	Dynamic	6/8	1	1	0						other-dynamics																			
212	212	2723/4	2723/4	0.0	0	0	Spanner	6/8	1	1	0																									
212	212	2723/4	2723/4	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	2387		articAccentAbove																		
212	212	2729/4	2729/4	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/4	3/4	2388		articAccentAbove																		
212	212	683	683	0.0	9/16	9/16	Chord	6/8	1	1	0	acciaccatura		1/8	3/4	2389																				
212	212	683	683	0.75	9/16	9/16	Chord	6/8	1	1	3/16			1/4	3/4	2390		articAccentAbove																		
212	212	2725/4	2725/4	0.16666666666666666	1/8	1/8	Chord	6/8	1	2	1/24			1/16	2/3	2391		articAccentAbove																		
212	212	8177/12	8177/12	0.16666666666666666	1/6	1/6	Chord	6/8	1	2	1/24			1/16	2/3	2392		articAccentAbove																		
212	212	8179/12	8179/12	0.16666666666666666	5/24	5/24	Chord	6/8	1	2	1/24			1/16	2/3	2393		articAccentAbove																		
212	212	2727/4	2727/4	0.16666666666666666	1/4	1/4	Chord	6/8	1	2	1/24			1/16	2/3	2394		articAccentAbove																		
212	212	8183/12	8183/12	0.16666666666666666	7/24	7/24	Chord	6/8	1	2	1/24			1/16	2/3	2395		articAccentAbove																		
212	212	8185/12	8185/12	0.16666666666666666	1/3	1/3	Chord	6/8	1	2	1/24			1/16	2/3	2396		articAccentAbove																		
212	212	683	683	0.06818181818181818	9/16	9/16	Chord	6/8	1	2	3/176			1/32	6/11	2397																				
212	212	30055/44	30055/44	0.06818181818181818	51/88	51/88	Chord	6/8	1	2	3/176			1/32	6/11	2398									136											
212	212	15029/22	15029/22	0.0	105/176	105/176	Spanner	6/8	1	2	0														136		44									
212	212	15029/22	15029/22	0.06818181818181818	105/176	105/176	Chord	6/8	1	2	3/176			1/32	6/11	2399									136		44									
212	212	30061/44	30061/44	0.06818181818181818	27/44	27/44	Chord	6/8	1	2	3/176			1/32	6/11	2400									136		44									
212	212	7516/11	7516/11	0.06818181818181818	111/176	111/176	Chord	6/8	1	2	3/176			1/32	6/11	2401									136		44									
212	212	30067/44	30067/44	0.06818181818181818	57/88	57/88	Chord	6/8	1	2	3/176			1/32	6/11	2402									136		44									
212	212	15035/22	15035/22	0.06818181818181818	117/176	117/176	Chord	6/8	1	2	3/176			1/32	6/11	2403									136		44									
212	212	30073/44	30073/44	0.06818181818181818	15/22	15/22	Chord	6/8	1	2	3/176			1/32	6/11	2404									136		44									
212	212	7519/11	7519/11	0.06818181818181818	123/176	123/176	Chord	6/8	1	2	3/176			1/32	6/11	2405									136		44									
212	212	30079/44	30079/44	0.06818181818181818	63/88	63/88	Chord	6/8	1	2	3/176			1/32	6/11	2406									136		44									
212	212	15041/22	15041/22	0.06818181818181818	129/176	129/176	Chord	6/8	1	2	3/176			1/32	6/11	2407											44									
212	212	2723/4	2723/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2408		articAccentAbove																		
212	212	2725/4	2725/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	2409																				
212	212	1363/2	1363/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	2410																				
212	212	2727/4	2727/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2411																				
212	212	2729/4	2729/4	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/4	3/4	2412		articAccentBelow																		
212	212	683	683	0.0	9/16	9/16	Chord	6/8	2	1	0	acciaccatura		1/8	3/4	2413																				
212	212	683	683	0.75	9/16	9/16	Chord	6/8	2	1	3/16			1/4	3/4	2414		articAccentBelow																		
213	213	2735/4	2735/4	0.0	0	0	Dynamic	9/8	1	1	0						other-dynamics																			
213	213	2735/4	2735/4	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	2415																				
213	213	2737/4	2737/4	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	2416																				
213	213	8213/12	8213/12	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	2417																				
213	213	8215/12	8215/12	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	2418																				
213	213	2739/4	2739/4	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2419		articAccentStaccatoBelow																		
213	213	2741/4	2741/4	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	2420		articStaccatoBelow																		
213	213	2743/4	2743/4	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	2421		articStaccatoBelow																		
213	213	2745/4	2745/4	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	2422		articStaccatoBelow																		
213	213	2747/4	2747/4	0.0	3/4	3/4	Spanner	9/8	1	1	0																	45								
213	213	2749/4	2749/4	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	2423		articStaccatissimoAbove										45								
213	213	2751/4	2751/4	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	2424		articStaccatissimoAbove										45								
213	213	2735/4	2735/4	0.0	0	0	Spanner	9/8	1	2	0																	45								
213	213	2747/4	2747/4	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	2425		articStaccatoBelow																		
213	213	2749/4	2749/4	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	2426		articStaccatissimoBelow																		
213	213	2751/4	2751/4	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	2427		articStaccatissimoBelow																		
214	214	2753/4	2753/4	0.0	0	0	Dynamic	9/8	1	1	0						other-dynamics																			
214	214	2753/4	2753/4	0.0	0	0	Spanner	9/8	1	1	0																									
214	214	2753/4	2753/4	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	2428																				
214	214	2755/4	2755/4	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	2429																				
214	214	8267/12	8267/12	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	2430																				
214	214	8269/12	8269/12	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	2431																				
214	214	2757/4	2757/4	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2432		articAccentStaccatoBelow																		
214	214	2759/4	2759/4	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	2433		articStaccatoBelow																		
214	214	2761/4	2761/4	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	2434		articStaccatoBelow																		
214	214	2763/4	2763/4	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	2435		articStaccatoBelow																		
214	214	2765/4	2765/4	0.0	3/4	3/4	Spanner	9/8	1	1	0																	46								
214	214	2767/4	2767/4	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	2436		articStaccatissimoAbove										46								
214	214	2769/4	2769/4	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	2437		articStaccatissimoAbove										46								
214	214	2765/4	2765/4	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	2438		articStaccatoBelow																		
214	214	2767/4	2767/4	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	2439		articStaccatoBelow																		
214	214	2769/4	2769/4	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	2440		articStaccatoBelow																		
215	215	2771/4	2771/4	0.0	0	0	Dynamic	9/8	1	1	0						mf																			
215	215	2771/4	2771/4	0.0	0	0	Spanner	9/8	1	1	0																									
215	215	2771/4	2771/4	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	2441																				
215	215	2773/4	2773/4	0.16666666666666666	1/8	1/8	Chord	9/8	1	1	1/24			1/16	2/3	2442																				
215	215	8321/12	8321/12	0.16666666666666666	1/6	1/6	Chord	9/8	1	1	1/24			1/16	2/3	2443																				
215	215	8323/12	8323/12	0.16666666666666666	5/24	5/24	Chord	9/8	1	1	1/24			1/16	2/3	2444																				
215	215	2775/4	2775/4	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2445		articAccentStaccatoBelow																		
215	215	2777/4	2777/4	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	2446		articStaccatoBelow																		
215	215	2779/4	2779/4	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	2447		articStaccatoBelow																		
215	215	2781/4	2781/4	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	2448		articStaccatoBelow																		
215	215	2783/4	2783/4	0.0	3/4	3/4	Spanner	9/8	1	1	0																	47								
215	215	2785/4	2785/4	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	2449												47								
215	215	2787/4	2787/4	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	2450												47								
215	215	2783/4	2783/4	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	2451																				
215	215	2785/4	2785/4	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	2452																				
215	215	2787/4	2787/4	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	2453																				
216	216	2789/4	2789/4	0.0	0	0	Dynamic	6/8	1	1	0						f																			
216	216	2789/4	2789/4	0.0	0	0	Spanner	6/8	1	1	0																									
216	216	2789/4	2789/4	0.0	0	0	Spanner	6/8	1	1	0																	48								
216	216	2791/4	2791/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2454												48								
216	216	2793/4	2793/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2455												48								
216	216	2797/4	2797/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2456												48								
216	216	2799/4	2799/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2457												48								
216	216	2789/4	2789/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2458																				
216	216	2791/4	2791/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2459																				
216	216	2793/4	2793/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2460																				
216	216	2795/4	2795/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2461																				
216	216	2797/4	2797/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2462																				
216	216	2799/4	2799/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2463																				
217	217	2803/4	2803/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2464												48								
217	217	2805/4	2805/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2465												48								
217	217	2809/4	2809/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2466												48								
217	217	2811/4	2811/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2467												48								
217	217	2801/4	2801/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2468																				
217	217	2803/4	2803/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2469																				
217	217	2805/4	2805/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2470																				
217	217	2807/4	2807/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2471																				
217	217	2809/4	2809/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2472																				
217	217	2811/4	2811/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2473																				
218	218	2813/4	2813/4	0.0	0	0	Dynamic	3/8	1	1	0						p																			
218	218	2813/4	2813/4	0.0	0	0	Spanner	3/8	1	1	0																									
218	218	2813/4	2813/4	0.0	0	0	Spanner	3/8	1	1	0																	49								
218	218	2813/4	2813/4	0.16666666666666666	0	0	Chord	3/8	1	1	1/24			1/16	2/3	2474									137			49								
218	218	8441/12	8441/12	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24			1/16	2/3	2475									137			49								
218	218	8443/12	8443/12	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24			1/16	2/3	2476									137			49								
218	218	2815/4	2815/4	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	2477									137			49								
218	218	8447/12	8447/12	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	2478									137			49								
218	218	8449/12	8449/12	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	2479									137			49								
218	218	2817/4	2817/4	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24			1/16	2/3	2480									137			49								
218	218	8453/12	8453/12	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24			1/16	2/3	2481									137			49								
218	218	8455/12	8455/12	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24			1/16	2/3	2482												49								
218	218	2813/4	2813/4	1.5	0	0	Chord	3/8	2	1	3/8		c32	1/4	3/2	2483		articAccentBelow																		
218	218	2813/4	2813/4	1.5	0	0	Chord	3/8	2	1	3/8			1/4	3/2	2484																				
219	219	2819/4	2819/4	0.0	0	0	Dynamic	6/8	1	1	0						ff																			
219	219	2819/4	2819/4	0.0	0	0	Spanner	6/8	1	1	0																									
219	219	2819/4	2819/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2485																				
219	219	2823/4	2823/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2486																				
219	219	2827/4	2827/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2487																				
219	219	2829/4	2829/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2488																				
219	219	2819/4	2819/4	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2489																				
219	219	2821/4	2821/4	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2490																				
219	219	2825/4	2825/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2491																				
219	219	2829/4	2829/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2492																				
220	220	2831/4	2831/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2493																				
220	220	2835/4	2835/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2494																				
220	220	2837/4	2837/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	2495																				
220	220	1419/2	1419/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	2496																				
220	220	2839/4	2839/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	2497																				
220	220	710	710	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	2498																				
220	220	2841/4	2841/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	2499																				
220	220	1421/2	1421/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	2500																				
220	220	2833/4	2833/4	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	2501									138											
220	220	8501/12	8501/12	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	2502									138											
220	220	8503/12	8503/12	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	2503									138											
220	220	2835/4	2835/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2504																				
220	220	2837/4	2837/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2505																				
220	220	2839/4	2839/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2506																				
220	220	2841/4	2841/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2507																				
221	221	2843/4	2843/4	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2508																				
221	221	2845/4	2845/4	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24			1/16	2/3	2509									139											
221	221	8537/12	8537/12	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24			1/16	2/3	2510									139											
