mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<i>2 Ped.</i>	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	Ottava:8vb	Ottava:8va
11	11	125/3	125/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	172									34								
11	11	42	42	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	173									34								
11	11	127/3	127/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	174									34								
11	11	128/3	128/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	175									34								
11	11	39	39	0.0	0	0	Spanner	4/4	1	2	0																					
11	11	39	39	0.0	0	0	Spanner	4/4	2	1	0														3							
11	11	39	39	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	176									35	3							
11	11	118/3	118/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	177									35	3							
11	11	119/3	119/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	178									35	3							
11	11	40	40	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	179									35	3							
11	11	121/3	121/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	180		articTenutoStaccatoAbove							35	3							
11	11	122/3	122/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	181		articTenutoStaccatoAbove							35	3							
11	11	41	41	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	182									35	3							
11	11	124/3	124/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	183									35	3							
11	11	125/3	125/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	184									35	3							
11	11	42	42	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	185									35	3							
11	11	127/3	127/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	186		articTenutoStaccatoBelow							35	3							
11	11	128/3	128/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	187		articTenutoStaccatoBelow							35	3							
12	12	43	43	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	188																	
12	12	87/2	87/2	0.3333333333333333	1/8	1/8	Chord	4/4	1	1	1/12		1/8	2/3	189									36								
12	12	263/6	263/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	190									36								
12	12	44	44	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	191									36								
12	12	265/6	265/6	0.3333333333333333	7/24	7/24	Chord	4/4	1	1	1/12		1/8	2/3	192									36								
12	12	89/2	89/2	0.3333333333333333	3/8	3/8	Chord	4/4	1	1	1/12		1/8	2/3	193									36								
12	12	269/6	269/6	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	194									36								
12	12	45	45	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=42.5	42.0	𝅘𝅥	42.5	0.0	36								
12	12	45	45	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	195									36								
12	12	271/6	271/6	0.3333333333333333	13/24	13/24	Chord	4/4	1	1	1/12		1/8	2/3	196									36								
12	12	91/2	91/2	0.3333333333333333	5/8	5/8	Chord	4/4	1	1	1/12		1/8	2/3	197									36								
12	12	275/6	275/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	198									36								
12	12	46	46	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	199									36								
12	12	277/6	277/6	0.3333333333333333	19/24	19/24	Chord	4/4	1	1	1/12		1/8	2/3	200									36								
12	12	93/2	93/2	0.3333333333333333	7/8	7/8	Chord	4/4	1	1	1/12		1/8	2/3	201									36								
12	12	281/6	281/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	202																	
12	12	43	43	0.0	0	0	Spanner	4/4	2	1	0													35								
12	12	43	43	0.0	0	0	Spanner	4/4	2	1	0													35	4							
12	12	44	44	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	203		articAccentStaccatoAbove							35, 37	4							
12	12	89/2	89/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	204		articStaccatoAbove							35	4							
12	12	46	46	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	205		articAccentStaccatoAbove							38	4							
12	12	93/2	93/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	206		articStaccatoAbove								4							
12	12	43	43	0.3333333333333333	0	0	Chord	4/4	2	2	1/12		1/8	2/3	207										4							
12	12	130/3	130/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12		1/8	2/3	208										4							
12	12	131/3	131/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12		1/8	2/3	209										4							
12	12	44	44	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12		1/8	2/3	210										4							
12	12	133/3	133/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12		1/8	2/3	211										4							
12	12	134/3	134/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12		1/8	2/3	212										4							
12	12	45	45	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12		1/8	2/3	213									39	4							
12	12	136/3	136/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	214									39	4							
12	12	137/3	137/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	215									39	4							
12	12	46	46	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	216									39	4							
12	12	139/3	139/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	217									39	4							
12	12	140/3	140/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	218										4							
13	13	47	47	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0									
13	13	22613/480	22613/480	0.0	53/1920	53/1920	Dynamic	4/4	1	1	0					pp																
13	13	47	47	0.0	0	0	Spanner	4/4	2	1	0																					
13	13	47	47	0.0	0	0	Spanner	4/4	2	1	0														5							
13	13	47	47	0.0	0	0	Spanner	4/4	2	1	0														5			1				
13	13	47	47	0.1111111111111111	0	0	Chord	4/4	2	1	1/36		1/16	4/9	219										5			1				
13	13	424/9	424/9	0.1111111111111111	1/36	1/36	Chord	4/4	2	1	1/36		1/16	4/9	220										5			1				
13	13	425/9	425/9	0.1111111111111111	1/18	1/18	Chord	4/4	2	1	1/36		1/16	4/9	221										5			1				
13	13	142/3	142/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	222										5			1				
13	13	95/2	95/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	223										5			1				
13	13	143/3	143/3	0.1111111111111111	1/6	1/6	Chord	4/4	2	1	1/36		1/16	4/9	224										5			1				
13	13	430/9	430/9	0.1111111111111111	7/36	7/36	Chord	4/4	2	1	1/36		1/16	4/9	225										5			1				
13	13	431/9	431/9	0.1111111111111111	2/9	2/9	Chord	4/4	2	1	1/36		1/16	4/9	226										5			1				
13	13	48	48	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	227										5			1				
13	13	289/6	289/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	228										5			1				
13	13	145/3	145/3	0.1111111111111111	1/3	1/3	Chord	4/4	2	1	1/36		1/16	4/9	229										5			1				
13	13	436/9	436/9	0.1111111111111111	13/36	13/36	Chord	4/4	2	1	1/36		1/16	4/9	230										5			1				
13	13	437/9	437/9	0.1111111111111111	7/18	7/18	Chord	4/4	2	1	1/36		1/16	4/9	231										5			1				
13	13	146/3	146/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	232										5			1				
13	13	293/6	293/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	233										5			1				
13	13	47	47	0.3333333333333333	0	0	Chord	4/4	2	2	1/12		1/8	2/3	234									40	5			1				
13	13	142/3	142/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12		1/8	2/3	235									40	5			1				
13	13	143/3	143/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12		1/8	2/3	236									40	5			1				
13	13	48	48	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12		1/8	2/3	237									40	5			1				
13	13	145/3	145/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12		1/8	2/3	238									40	5			1				
13	13	146/3	146/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12		1/8	2/3	239									40	5			1				
14	14	491/10	491/10	0.0	1/40	21/40	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
14	14	491/10	491/10	0.0	1/40	21/40	Spanner	4/4	1	1	0																					0
14	14	295/6	295/6	0.16666666666666666	1/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	240		articStaccatoBelow															0
14	14	148/3	148/3	0.0	1/12	7/12	Tempo	4/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0									0
14	14	148/3	148/3	0.3333333333333333	1/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	241		articStaccatoBelow															0
14	14	149/3	149/3	0.0	1/6	2/3	Spanner	4/4	1	1	0																					
14	14	299/6	299/6	0.0	5/24	17/24	Dynamic	4/4	1	1	0					p																
14	14	299/6	299/6	0.16666666666666666	5/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	242		articAccentAbove															
14	14	50	50	0.0	1/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0									
14	14	50	50	0.0	1/4	3/4	Spanner	4/4	1	1	0																		6			
14	14	50	50	1.0	1/4	3/4	Chord	4/4	1	1	1/4		1/4	1	243														6			
14	14	491/10	491/10	0.0	1/40	21/40	Dynamic	4/4	1	2	0					f													6			
14	14	491/10	491/10	0.03333333333333333	1/40	21/40	Chord	4/4	1	2	1/120		1/16	2/15	244		articAccentAbove												6			
14	14	737/15	737/15	0.03333333333333333	1/30	8/15	Chord	4/4	1	2	1/120		1/16	2/15	245														6			
14	14	739/15	739/15	0.03333333333333333	1/15	17/30	Chord	4/4	1	2	1/120		1/16	2/15	246		articAccentAbove												6			
14	14	493/10	493/10	0.03333333333333333	3/40	23/40	Chord	4/4	1	2	1/120		1/16	2/15	247														6			
14	14	49	49	0.0	0	1/2	Spanner	4/4	2	1	0																					
14	14	49	49	0.0	0	1/2	Spanner	4/4	2	1	0																					
14	14	49	49	0.0	0	1/2	Spanner	4/4	2	1	0														6							
14	14	49	49	0.1111111111111111	0	1/2	Chord	4/4	2	1	1/36		1/16	4/9	248										6							
14	14	442/9	442/9	0.1111111111111111	1/36	19/36	Chord	4/4	2	1	1/36		1/16	4/9	249										6							
14	14	443/9	443/9	0.1111111111111111	1/18	5/9	Chord	4/4	2	1	1/36		1/16	4/9	250										6							
14	14	148/3	148/3	0.16666666666666666	1/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	251										6							
14	14	99/2	99/2	0.16666666666666666	1/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	252										6							
14	14	149/3	149/3	0.1111111111111111	1/6	2/3	Chord	4/4	2	1	1/36		1/16	4/9	253										6							
14	14	448/9	448/9	0.1111111111111111	7/36	25/36	Chord	4/4	2	1	1/36		1/16	4/9	254										6							
14	14	449/9	449/9	0.1111111111111111	2/9	13/18	Chord	4/4	2	1	1/36		1/16	4/9	255										6							
14	14	50	50	0.16666666666666666	1/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	256										6							
14	14	301/6	301/6	0.16666666666666666	7/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	257										6							
14	14	151/3	151/3	0.1111111111111111	1/3	5/6	Chord	4/4	2	1	1/36		1/16	4/9	258										6							
14	14	454/9	454/9	0.1111111111111111	13/36	31/36	Chord	4/4	2	1	1/36		1/16	4/9	259										6							
14	14	455/9	455/9	0.1111111111111111	7/18	8/9	Chord	4/4	2	1	1/36		1/16	4/9	260										6							
14	14	152/3	152/3	0.16666666666666666	5/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	261										6							
14	14	305/6	305/6	0.16666666666666666	11/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	262										6							
14	14	49	49	0.3333333333333333	0	1/2	Chord	4/4	2	2	1/12		1/8	2/3	263									40	6							
14	14	148/3	148/3	0.3333333333333333	1/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	264									40	6							
14	14	149/3	149/3	0.3333333333333333	1/6	2/3	Chord	4/4	2	2	1/12		1/8	2/3	265									40	6							
14	14	50	50	0.3333333333333333	1/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	266									40	6							
14	14	151/3	151/3	0.3333333333333333	1/3	5/6	Chord	4/4	2	2	1/12		1/8	2/3	267									40	6							
14	14	152/3	152/3	0.3333333333333333	5/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	268										6							
15	15	51	51	0.0	0	0	Dynamic	4/4	1	1	0					pp																
15	15	51	51	0.0	0	0	Spanner	4/4	1	1	0																					
15	15	511/10	511/10	0.0	1/40	1/40	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
15	15	511/10	511/10	0.0	1/40	1/40	Spanner	4/4	1	1	0																					1
15	15	307/6	307/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	269		articStaccatoBelow															1
15	15	154/3	154/3	0.0	1/12	1/12	Tempo	4/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0									1
15	15	154/3	154/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	270		articStaccatoBelow															1
15	15	155/3	155/3	0.0	1/6	1/6	Spanner	4/4	1	1	0																					
15	15	311/6	311/6	0.0	5/24	5/24	Dynamic	4/4	1	1	0					p																
15	15	311/6	311/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	271		articAccentAbove															
15	15	52	52	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	272																	
15	15	511/10	511/10	0.0	1/40	1/40	StaffText	4/4	1	2	0							lointain														
15	15	511/10	511/10	0.0	1/40	1/40	Dynamic	4/4	1	2	0					p																
15	15	511/10	511/10	0.03333333333333333	1/40	1/40	Chord	4/4	1	2	1/120		1/16	2/15	273		articAccentAbove															
15	15	767/15	767/15	0.03333333333333333	1/30	1/30	Chord	4/4	1	2	1/120		1/16	2/15	274																	
15	15	769/15	769/15	0.03333333333333333	1/15	1/15	Chord	4/4	1	2	1/120		1/16	2/15	275		articAccentAbove															
15	15	513/10	513/10	0.03333333333333333	3/40	3/40	Chord	4/4	1	2	1/120		1/16	2/15	276																	
15	15	51	51	0.0	0	0	Spanner	4/4	2	1	0																					
15	15	51	51	0.0	0	0	Spanner	4/4	2	1	0														7							
15	15	51	51	0.1111111111111111	0	0	Chord	4/4	2	1	1/36		1/16	4/9	277										7							
15	15	460/9	460/9	0.1111111111111111	1/36	1/36	Chord	4/4	2	1	1/36		1/16	4/9	278										7							
15	15	461/9	461/9	0.1111111111111111	1/18	1/18	Chord	4/4	2	1	1/36		1/16	4/9	279										7							
15	15	154/3	154/3	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	280										7							
15	15	103/2	103/2	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	281										7							
15	15	155/3	155/3	0.1111111111111111	1/6	1/6	Chord	4/4	2	1	1/36		1/16	4/9	282										7							
15	15	466/9	466/9	0.1111111111111111	7/36	7/36	Chord	4/4	2	1	1/36		1/16	4/9	283										7							
15	15	467/9	467/9	0.1111111111111111	2/9	2/9	Chord	4/4	2	1	1/36		1/16	4/9	284										7							
15	15	52	52	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	285										7							
15	15	313/6	313/6	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	286										7							
15	15	157/3	157/3	0.1111111111111111	1/3	1/3	Chord	4/4	2	1	1/36		1/16	4/9	287										7							
15	15	472/9	472/9	0.1111111111111111	13/36	13/36	Chord	4/4	2	1	1/36		1/16	4/9	288										7							
15	15	473/9	473/9	0.1111111111111111	7/18	7/18	Chord	4/4	2	1	1/36		1/16	4/9	289										7							
15	15	158/3	158/3	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	290										7							
15	15	317/6	317/6	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	291										7							
15	15	51	51	0.3333333333333333	0	0	Chord	4/4	2	2	1/12		1/8	2/3	292									41	7							
15	15	154/3	154/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12		1/8	2/3	293									41	7							
15	15	155/3	155/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12		1/8	2/3	294									41	7							
15	15	52	52	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12		1/8	2/3	295									41	7							
15	15	157/3	157/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12		1/8	2/3	296									41	7							
15	15	158/3	158/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12		1/8	2/3	297									41	7							
16	16	54	54	1.0	1/4	3/4	Chord	4/4	1	1	1/4		1/4	1	298																	
16	16	163/3	163/3	0.0	1/3	5/6	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0									
16	16	164/3	164/3	0.0	5/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
16	16	329/6	329/6	0.0	11/24	23/24	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
16	16	53	53	0.1111111111111111	0	1/2	Chord	4/4	2	1	1/36		1/16	4/9	299										7							
16	16	478/9	478/9	0.1111111111111111	1/36	19/36	Chord	4/4	2	1	1/36		1/16	4/9	300										7							
16	16	479/9	479/9	0.1111111111111111	1/18	5/9	Chord	4/4	2	1	1/36		1/16	4/9	301										7							
16	16	160/3	160/3	0.16666666666666666	1/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	302										7							
16	16	107/2	107/2	0.16666666666666666	1/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	303										7							
16	16	161/3	161/3	0.1111111111111111	1/6	2/3	Chord	4/4	2	1	1/36		1/16	4/9	304										7							
16	16	484/9	484/9	0.1111111111111111	7/36	25/36	Chord	4/4	2	1	1/36		1/16	4/9	305										7							
16	16	485/9	485/9	0.1111111111111111	2/9	13/18	Chord	4/4	2	1	1/36		1/16	4/9	306										7							
16	16	54	54	0.16666666666666666	1/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	307										7							
16	16	325/6	325/6	0.16666666666666666	7/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	308										7							
16	16	163/3	163/3	0.1111111111111111	1/3	5/6	Chord	4/4	2	1	1/36		1/16	4/9	309										7							
16	16	490/9	490/9	0.1111111111111111	13/36	31/36	Chord	4/4	2	1	1/36		1/16	4/9	310										7							
16	16	491/9	491/9	0.1111111111111111	7/18	8/9	Chord	4/4	2	1	1/36		1/16	4/9	311										7							
16	16	164/3	164/3	0.16666666666666666	5/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	312										7							
16	16	329/6	329/6	0.16666666666666666	11/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	313										7							
16	16	53	53	0.3333333333333333	0	1/2	Chord	4/4	2	2	1/12		1/8	2/3	314									41	7							
16	16	160/3	160/3	0.3333333333333333	1/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	315									41	7							
16	16	161/3	161/3	0.3333333333333333	1/6	2/3	Chord	4/4	2	2	1/12		1/8	2/3	316									41	7							
16	16	54	54	0.3333333333333333	1/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	317									41	7							
16	16	163/3	163/3	0.3333333333333333	1/3	5/6	Chord	4/4	2	2	1/12		1/8	2/3	318									41	7							
16	16	164/3	164/3	0.3333333333333333	5/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	319										7							
17	17	55	55	0.0	0	0	Dynamic	4/4	1	1	0					other-dynamics																
17	17	55	55	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=200	200.0	𝅘𝅥	200.0	0.0									
17	17	55	55	0.0	0	0	Spanner	4/4	1	1	0																					2
17	17	55	55	0.0	0	0	Spanner	4/4	1	1	0																	2				2
17	17	55	55	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	320									42				2				2
17	17	441/8	441/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	321									42				2				2
17	17	221/4	221/4	0.0	1/16	1/16	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0					2				2
17	17	221/4	221/4	0.08333333333333333	1/16	1/16	Chord	4/4	1	1	1/48		1/32	2/3	322		articStaccatoAbove											2				2
17	17	166/3	166/3	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48		1/32	2/3	323		articStaccatoAbove											2				2
17	17	665/12	665/12	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48		1/32	2/3	324		articStaccatoAbove											2				2
17	17	111/2	111/2	0.08333333333333333	1/8	1/8	Chord	4/4	1	1	1/48		1/32	2/3	325		articStaccatoAbove											2				2
17	17	667/12	667/12	0.16666666666666666	7/48	7/48	Chord	4/4	1	1	1/24		1/16	2/3	326		articStaccatoAbove											2				2
17	17	223/4	223/4	0.0	3/16	3/16	Tempo	4/4	1	1	0								𝅘𝅥=45	45.0	𝅘𝅥	45.0	0.0					2				
17	17	223/4	223/4	0.0	3/16	3/16	Spanner	4/4	1	1	0																	2				
17	17	671/12	671/12	0.0	11/48	11/48	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0					2				
17	17	56	56	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0					2				
17	17	337/6	337/6	0.0	7/24	7/24	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0					2				
17	17	225/4	225/4	0.0	5/16	5/16	Tempo	4/4	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0					2				
17	17	225/4	225/4	0.0	5/16	5/16	Spanner	4/4	1	1	0														8			2				
17	17	225/4	225/4	0.08333333333333333	5/16	5/16	Chord	4/4	1	1	1/48		1/32	2/3	327									43	8			2				
17	17	169/3	169/3	0.08333333333333333	1/3	1/3	Chord	4/4	1	1	1/48		1/32	2/3	328									43	8			2				
17	17	677/12	677/12	0.08333333333333333	17/48	17/48	Chord	4/4	1	1	1/48		1/32	2/3	329									43	8			2				
17	17	113/2	113/2	0.08333333333333333	3/8	3/8	Chord	4/4	1	1	1/48		1/32	2/3	330									43	8			2				
17	17	679/12	679/12	0.08333333333333333	19/48	19/48	Chord	4/4	1	1	1/48		1/32	2/3	331									43	8			2				
17	17	170/3	170/3	0.08333333333333333	5/12	5/12	Chord	4/4	1	1	1/48		1/32	2/3	332									43	8			2				
17	17	227/4	227/4	0.08333333333333333	7/16	7/16	Chord	4/4	1	1	1/48		1/32	2/3	333									43	8			2				
17	17	341/6	341/6	0.08333333333333333	11/24	11/24	Chord	4/4	1	1	1/48		1/32	2/3	334									43	8			2				
17	17	683/12	683/12	0.0	23/48	23/48	Tempo	4/4	1	1	0								𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	43	8			2				
17	17	683/12	683/12	0.08333333333333333	23/48	23/48	Chord	4/4	1	1	1/48		1/32	2/3	335									43	8			2				
17	17	57	57	0.08333333333333333	1/2	1/2	Chord	4/4	1	1	1/48		1/32	2/3	336									43	8			2				
17	17	685/12	685/12	0.08333333333333333	25/48	25/48	Chord	4/4	1	1	1/48		1/32	2/3	337									43	8			2				
17	17	343/6	343/6	0.08333333333333333	13/24	13/24	Chord	4/4	1	1	1/48		1/32	2/3	338									43	8			2				
17	17	55	55	0.0	0	0	Spanner	4/4	2	1	0																					
17	17	221/4	221/4	0.3333333333333333	1/16	1/16	Chord	4/4	2	1	1/12		1/8	2/3	339									44								
17	17	667/12	667/12	0.3333333333333333	7/48	7/48	Chord	4/4	2	1	1/12		1/8	2/3	340									44								
17	17	167/3	167/3	0.0	1/6	1/6	Spanner	4/4	2	1	0													44	9							
17	17	671/12	671/12	0.3333333333333333	11/48	11/48	Chord	4/4	2	1	1/12		1/8	2/3	341										9							
17	17	225/4	225/4	0.0	5/16	5/16	Spanner	4/4	2	1	0																					
17	17	221/4	221/4	0.08333333333333333	1/16	1/16	Chord	4/4	2	2	1/48		1/32	2/3	342																	
17	17	166/3	166/3	0.08333333333333333	1/12	1/12	Chord	4/4	2	2	1/48		1/32	2/3	343																	
17	17	665/12	665/12	0.08333333333333333	5/48	5/48	Chord	4/4	2	2	1/48		1/32	2/3	344																	
17	17	111/2	111/2	0.08333333333333333	1/8	1/8	Chord	4/4	2	2	1/48		1/32	2/3	345																	
17	17	667/12	667/12	0.08333333333333333	7/48	7/48	Chord	4/4	2	2	1/48		1/32	2/3	346																	
17	17	167/3	167/3	0.08333333333333333	1/6	1/6	Chord	4/4	2	2	1/48		1/32	2/3	347																	
17	17	223/4	223/4	0.08333333333333333	3/16	3/16	Chord	4/4	2	2	1/48		1/32	2/3	348																	
17	17	335/6	335/6	0.08333333333333333	5/24	5/24	Chord	4/4	2	2	1/48		1/32	2/3	349																	
17	17	671/12	671/12	0.08333333333333333	11/48	11/48	Chord	4/4	2	2	1/48		1/32	2/3	350																	
17	17	56	56	0.08333333333333333	1/4	1/4	Chord	4/4	2	2	1/48		1/32	2/3	351																	
17	17	673/12	673/12	0.08333333333333333	13/48	13/48	Chord	4/4	2	2	1/48		1/32	2/3	352																	
17	17	337/6	337/6	0.08333333333333333	7/24	7/24	Chord	4/4	2	2	1/48		1/32	2/3	353																	
18	18	229/4	229/4	0.08333333333333333	0	0	Chord	4/4	1	1	1/48		1/32	2/3	354									43	8			2				
18	18	172/3	172/3	0.08333333333333333	1/48	1/48	Chord	4/4	1	1	1/48		1/32	2/3	355									43	8			2				
18	18	689/12	689/12	0.08333333333333333	1/24	1/24	Chord	4/4	1	1	1/48		1/32	2/3	356									43	8			2				
18	18	115/2	115/2	0.08333333333333333	1/16	1/16	Chord	4/4	1	1	1/48		1/32	2/3	357									43	8			2				
18	18	691/12	691/12	0.0	1/12	1/12	Dynamic	4/4	1	1	0					f								43	8							
18	18	691/12	691/12	0.0	1/12	1/12	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	43	8							
18	18	691/12	691/12	0.0	1/12	1/12	Spanner	4/4	1	1	0													43	8							
18	18	691/12	691/12	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48		1/32	2/3	358									43	8							
