mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<i>2 Ped.</i>	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	Ottava:8vb	Ottava:8va
27	27	979/12	979/12	0.0	1/12	1/12	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0									
27	27	979/12	979/12	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48		1/32	2/3	527									54								
27	27	245/3	245/3	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48		1/32	2/3	528									54								
27	27	327/4	327/4	0.08333333333333333	1/8	1/8	Chord	4/4	1	1	1/48		1/32	2/3	529									54								
27	27	491/6	491/6	0.08333333333333333	7/48	7/48	Chord	4/4	1	1	1/48		1/32	2/3	530									54								
27	27	983/12	983/12	0.0	1/6	1/6	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0	54								
27	27	983/12	983/12	0.25	1/6	1/6	Chord	4/4	1	1	1/16		1/16	1	531									54								
27	27	493/6	493/6	0.0	11/48	11/48	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0	54								
27	27	493/6	493/6	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48		1/32	2/3	532									54								
27	27	329/4	329/4	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
27	27	329/4	329/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	533																	
27	27	325/4	325/4	0.3333333333333333	0	0	Chord	4/4	1	2	1/12		1/8	2/3	534																	
27	27	979/12	979/12	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	535									55								
27	27	983/12	983/12	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	536																	
27	27	991/12	991/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	537									56								
27	27	995/12	995/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	538																	
27	27	991/12	991/12	0.6666666666666666	1/3	1/3	Chord	4/4	1	3	1/6		1/4	2/3	539		articAccentAbove															
27	27	325/4	325/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	540										14	14						
27	27	329/4	329/4	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	541										14	14						
28	28	333/4	333/4	0.0	0	1/2	Tempo	4/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
28	28	333/4	333/4	1.0	0	1/2	Chord	4/4	1	1	1/4		1/4	1	542																	
28	28	1003/12	1003/12	0.0	1/12	7/12	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
28	28	1015/12	1015/12	0.0	1/3	5/6	Tempo	4/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0									
28	28	1015/12	1015/12	0.08333333333333333	1/3	5/6	Chord	4/4	1	1	1/48		1/32	2/3	543									57								
28	28	254/3	254/3	0.08333333333333333	17/48	41/48	Chord	4/4	1	1	1/48		1/32	2/3	544									57								
28	28	339/4	339/4	0.08333333333333333	3/8	7/8	Chord	4/4	1	1	1/48		1/32	2/3	545									57								
28	28	509/6	509/6	0.08333333333333333	19/48	43/48	Chord	4/4	1	1	1/48		1/32	2/3	546									57								
28	28	1019/12	1019/12	0.0	5/12	11/12	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0	57								
28	28	1019/12	1019/12	0.25	5/12	11/12	Chord	4/4	1	1	1/16		1/16	1	547									57								
28	28	511/6	511/6	0.0	23/48	47/48	Tempo	4/4	1	1	0								𝅘𝅥=17.5	18.0	𝅘𝅥	17.5	0.0	57								
28	28	511/6	511/6	0.08333333333333333	23/48	47/48	Chord	4/4	1	1	1/48		1/32	2/3	548									57								
28	28	1003/12	1003/12	0.3333333333333333	1/12	7/12	Chord	4/4	1	2	1/12		1/8	2/3	549									58								
28	28	1007/12	1007/12	0.3333333333333333	1/6	2/3	Chord	4/4	1	2	1/12		1/8	2/3	550																	
28	28	337/4	337/4	0.3333333333333333	1/4	3/4	Chord	4/4	1	2	1/12		1/8	2/3	551																	
28	28	1015/12	1015/12	0.3333333333333333	1/3	5/6	Chord	4/4	1	2	1/12		1/8	2/3	552									59								
28	28	1019/12	1019/12	0.3333333333333333	5/12	11/12	Chord	4/4	1	2	1/12		1/8	2/3	553																	
28	28	333/4	333/4	2.0	0	1/2	Chord	4/4	2	1	1/2		1/2	1	554										14	14						
29	29	341/4	341/4	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
29	29	341/4	341/4	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	555																	
29	29	1039/12	1039/12	0.0	1/3	1/3	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
29	29	1043/12	1043/12	0.0	5/12	5/12	Tempo	4/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
29	29	349/4	349/4	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0									
29	29	349/4	349/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	556		articAccentStaccatoAbove							60								
29	29	351/4	351/4	0.0	5/8	5/8	Spanner	4/4	1	1	0																		10			
29	29	351/4	351/4	1.5	5/8	5/8	Chord	4/4	1	1	3/8		1/4	3/2	557		articStaccatoAbove												10			
29	29	1063/12	1063/12	0.0	5/6	5/6	Tempo	4/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0						10			
29	29	1027/12	1027/12	0.6666666666666666	1/12	1/12	Chord	4/4	1	2	1/6		1/4	2/3	558		articAccentAbove												10			
29	29	345/4	345/4	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	559														10			
29	29	1027/12	1027/12	0.3333333333333333	1/12	1/12	Chord	4/4	1	3	1/12		1/8	2/3	560									61					10			
29	29	1031/12	1031/12	0.3333333333333333	1/6	1/6	Chord	4/4	1	3	1/12		1/8	2/3	561														10			
29	29	1039/12	1039/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	3	1/12		1/8	2/3	562									62					10			
29	29	1043/12	1043/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	3	1/12		1/8	2/3	563														10			
29	29	349/4	349/4	0.0	1/2	1/2	Dynamic	4/4	1	3	0					mp													10			
29	29	349/4	349/4	2.0	1/2	1/2	Chord	4/4	1	3	1/2		1/2	1	564														10			
29	29	1051/12	1051/12	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	565									63	14	14						
29	29	1055/12	1055/12	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	566										14	14						
29	29	353/4	353/4	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	567										14	14						
29	29	1063/12	1063/12	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	568									64	14	14						
29	29	1067/12	1067/12	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	569										14	14						
29	29	341/4	341/4	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	570										14	14						
29	29	349/4	349/4	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	571		articAccentBelow								14	14						
30	30	357/4	357/4	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
30	30	357/4	357/4	0.0	0	0	Spanner	2/4	1	1	0																					
30	30	357/4	357/4	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	572		articAccentStaccatoAbove							65								
30	30	359/4	359/4	0.0	1/8	1/8	Tempo	2/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0									
30	30	359/4	359/4	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	573		articStaccatoAbove															
30	30	1079/12	1079/12	0.0	1/6	1/6	Tempo	2/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
30	30	361/4	361/4	0.0	1/4	1/4	Tempo	2/4	1	1	0								𝅘𝅥=20	20.0	𝅘𝅥	20.0	0.0									
30	30	1087/12	1087/12	0.0	1/3	1/3	Tempo	2/4	1	1	0								𝅘𝅥=15	15.0	𝅘𝅥	15.0	0.0									
30	30	1091/12	1091/12	0.0	5/12	5/12	Tempo	2/4	1	1	0								𝅘𝅥=10	10.0	𝅘𝅥	10.0	0.0									
30	30	357/4	357/4	0.0	0	0	Dynamic	2/4	1	2	0					pp																
30	30	357/4	357/4	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	574																	
30	30	1075/12	1075/12	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	575									66	14	14						
30	30	1079/12	1079/12	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	576										14	14						
30	30	361/4	361/4	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	577										14	14						
30	30	1087/12	1087/12	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	578									67	14	14						
30	30	1091/12	1091/12	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	579										14	14						
30	30	357/4	357/4	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	580										14	14						
31	31	365/4	365/4	0.0	0	0	Tempo	2/4	1	1	0								Lent.	10.0			1.0									
31	31	365/4	365/4	0.0	0	0	StaffText	2/4	1	1	0							presque ad lib														
31	31	365/4	365/4	0.0	0	0	Dynamic	2/4	1	1	0					ppp																
31	31	1099/12	1099/12	0.0	1/12	1/12	Tempo	2/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0									
31	31	1099/12	1099/12	0.1111111111111111	1/12	1/12	Chord	2/4	1	1	1/36		1/16	4/9	581									68								
31	31	3301/36	3301/36	0.0	1/9	1/9	Tempo	2/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0	68								
31	31	3301/36	3301/36	0.1111111111111111	1/9	1/9	Chord	2/4	1	1	1/36		1/16	4/9	582									68								
31	31	3305/36	3305/36	0.1111111111111111	5/36	5/36	Chord	2/4	1	1	1/36		1/16	4/9	583									68								
31	31	1103/12	1103/12	0.0	1/6	1/6	Tempo	2/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0	68								
31	31	1103/12	1103/12	0.1111111111111111	1/6	1/6	Chord	2/4	1	1	1/36		1/16	4/9	584									68								
31	31	3313/36	3313/36	0.0	7/36	7/36	Tempo	2/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	68								
31	31	3313/36	3313/36	0.1111111111111111	7/36	7/36	Chord	2/4	1	1	1/36		1/16	4/9	585									68								
31	31	3317/36	3317/36	0.1111111111111111	2/9	2/9	Chord	2/4	1	1	1/36		1/16	4/9	586									68								
31	31	369/4	369/4	0.0	1/4	1/4	Tempo	2/4	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0	68								
31	31	369/4	369/4	0.1111111111111111	1/4	1/4	Chord	2/4	1	1	1/36		1/16	4/9	587									68								
31	31	3325/36	3325/36	0.1111111111111111	5/18	5/18	Chord	2/4	1	1	1/36		1/16	4/9	588									68								
31	31	3329/36	3329/36	0.1111111111111111	11/36	11/36	Chord	2/4	1	1	1/36		1/16	4/9	589									68								
31	31	1111/12	1111/12	0.1111111111111111	1/3	1/3	Chord	2/4	1	1	1/36		1/16	4/9	590									68								
31	31	3337/36	3337/36	0.1111111111111111	13/36	13/36	Chord	2/4	1	1	1/36		1/16	4/9	591									68								
31	31	3341/36	3341/36	0.1111111111111111	7/18	7/18	Chord	2/4	1	1	1/36		1/16	4/9	592									68								
31	31	1115/12	1115/12	0.0	5/12	5/12	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	68								
31	31	1115/12	1115/12	0.0	5/12	5/12	Spanner	2/4	1	1	0													68				4				
31	31	1115/12	1115/12	0.1111111111111111	5/12	5/12	Chord	2/4	1	1	1/36		1/16	4/9	593									68				4				
31	31	3349/36	3349/36	0.1111111111111111	4/9	4/9	Chord	2/4	1	1	1/36		1/16	4/9	594									68				4				
31	31	3353/36	3353/36	0.1111111111111111	17/36	17/36	Chord	2/4	1	1	1/36		1/16	4/9	595									68				4				
31	31	373/4	373/4	0.1111111111111111	1/2	1/2	Chord	2/4	1	1	1/36		1/16	4/9	596									68				4				
31	31	3361/36	3361/36	0.1111111111111111	19/36	19/36	Chord	2/4	1	1	1/36		1/16	4/9	597									68				4				
31	31	3365/36	3365/36	0.1111111111111111	5/9	5/9	Chord	2/4	1	1	1/36		1/16	4/9	598									68				4				
31	31	1123/12	1123/12	0.0	7/12	7/12	Tempo	2/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	68				4				
31	31	1123/12	1123/12	0.1111111111111111	7/12	7/12	Chord	2/4	1	1	1/36		1/16	4/9	599									68				4				
31	31	3373/36	3373/36	0.1111111111111111	11/18	11/18	Chord	2/4	1	1	1/36		1/16	4/9	600									68				4				
31	31	3377/36	3377/36	0.1111111111111111	23/36	23/36	Chord	2/4	1	1	1/36		1/16	4/9	601									68				4				
31	31	1127/12	1127/12	0.1111111111111111	2/3	2/3	Chord	2/4	1	1	1/36		1/16	4/9	602									68				4				
31	31	3385/36	3385/36	0.1111111111111111	25/36	25/36	Chord	2/4	1	1	1/36		1/16	4/9	603									68				4				
31	31	3389/36	3389/36	0.1111111111111111	13/18	13/18	Chord	2/4	1	1	1/36		1/16	4/9	604									68				4				
31	31	377/4	377/4	0.1111111111111111	3/4	3/4	Chord	2/4	1	1	1/36		1/16	4/9	605									68				4				
31	31	3397/36	3397/36	0.1111111111111111	7/9	7/9	Chord	2/4	1	1	1/36		1/16	4/9	606									68				4				
31	31	3401/36	3401/36	0.1111111111111111	29/36	29/36	Chord	2/4	1	1	1/36		1/16	4/9	607									68				4				
31	31	1135/12	1135/12	0.1111111111111111	5/6	5/6	Chord	2/4	1	1	1/36		1/16	4/9	608									68				4				
31	31	3409/36	3409/36	0.1111111111111111	31/36	31/36	Chord	2/4	1	1	1/36		1/16	4/9	609									68				4				
31	31	3413/36	3413/36	0.1111111111111111	8/9	8/9	Chord	2/4	1	1	1/36		1/16	4/9	610									68				4				
31	31	1139/12	1139/12	0.1111111111111111	11/12	11/12	Chord	2/4	1	1	1/36		1/16	4/9	611									68				4				
31	31	3421/36	3421/36	0.1111111111111111	17/18	17/18	Chord	2/4	1	1	1/36		1/16	4/9	612									68				4				
31	31	3425/36	3425/36	0.1111111111111111	35/36	35/36	Chord	2/4	1	1	1/36		1/16	4/9	613									68				4				
31	31	381/4	381/4	0.0	1	1	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	68								
31	31	381/4	381/4	0.0	1	1	Spanner	2/4	1	1	0													68								
31	31	381/4	381/4	0.0	1	1	Spanner	2/4	1	1	0													68								
31	31	381/4	381/4	0.0	1	1	Spanner	2/4	1	1	0													68								
31	31	381/4	381/4	0.1111111111111111	1	1	Chord	2/4	1	1	1/36		1/16	4/9	614									68								
31	31	3433/36	3433/36	0.1111111111111111	37/36	37/36	Chord	2/4	1	1	1/36		1/16	4/9	615									68								
31	31	3437/36	3437/36	0.1111111111111111	19/18	19/18	Chord	2/4	1	1	1/36		1/16	4/9	616									68								
31	31	1147/12	1147/12	0.1111111111111111	13/12	13/12	Chord	2/4	1	1	1/36		1/16	4/9	617									68								
31	31	3445/36	3445/36	0.1111111111111111	10/9	10/9	Chord	2/4	1	1	1/36		1/16	4/9	618									68								
31	31	3449/36	3449/36	0.1111111111111111	41/36	41/36	Chord	2/4	1	1	1/36		1/16	4/9	619									68								
31	31	1151/12	1151/12	0.1111111111111111	7/6	7/6	Chord	2/4	1	1	1/36		1/16	4/9	620									68								
31	31	3457/36	3457/36	0.1111111111111111	43/36	43/36	Chord	2/4	1	1	1/36		1/16	4/9	621									68								
31	31	3461/36	3461/36	0.1111111111111111	11/9	11/9	Chord	2/4	1	1	1/36		1/16	4/9	622									68								
31	31	1099/12	1099/12	0.3333333333333333	1/12	1/12	Chord	2/4	1	2	1/12		1/8	2/3	623																	
31	31	1103/12	1103/12	0.3333333333333333	1/6	1/6	Chord	2/4	1	2	1/12		1/8	2/3	624																	
31	31	369/4	369/4	0.3333333333333333	1/4	1/4	Chord	2/4	1	2	1/12		1/8	2/3	625																	
31	31	1111/12	1111/12	0.3333333333333333	1/3	1/3	Chord	2/4	1	2	1/12		1/8	2/3	626																	
31	31	1115/12	1115/12	0.3333333333333333	5/12	5/12	Chord	2/4	1	2	1/12		1/8	2/3	627																	
31	31	373/4	373/4	0.3333333333333333	1/2	1/2	Chord	2/4	1	2	1/12		1/8	2/3	628																	
31	31	1123/12	1123/12	0.3333333333333333	7/12	7/12	Chord	2/4	1	2	1/12		1/8	2/3	629																	
31	31	1127/12	1127/12	0.3333333333333333	2/3	2/3	Chord	2/4	1	2	1/12		1/8	2/3	630																	
31	31	377/4	377/4	0.3333333333333333	3/4	3/4	Chord	2/4	1	2	1/12		1/8	2/3	631																	
31	31	1135/12	1135/12	0.3333333333333333	5/6	5/6	Chord	2/4	1	2	1/12		1/8	2/3	632																	
31	31	1139/12	1139/12	0.3333333333333333	11/12	11/12	Chord	2/4	1	2	1/12		1/8	2/3	633																	
31	31	381/4	381/4	0.3333333333333333	1	1	Chord	2/4	1	2	1/12		1/8	2/3	634																	
31	31	1147/12	1147/12	0.3333333333333333	13/12	13/12	Chord	2/4	1	2	1/12		1/8	2/3	635																	
31	31	1151/12	1151/12	0.3333333333333333	7/6	7/6	Chord	2/4	1	2	1/12		1/8	2/3	636																	
31	31	365/4	365/4	0.0	0	0	Spanner	2/4	2	1	0														15		15					
31	31	365/4	365/4	0.0	0	0	Spanner	2/4	2	1	0														15		15					
31	31	369/4	369/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	637									69	15		15					
31	31	371/4	371/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	638									69	15		15					
31	31	373/4	373/4	0.5	1/2	1/2	Chord	2/4	2	1	1/8		1/8	1	639									69	15		15					
31	31	375/4	375/4	0.5	5/8	5/8	Chord	2/4	2	1	1/8		1/8	1	640									69	15		15					
31	31	377/4	377/4	0.5	3/4	3/4	Chord	2/4	2	1	1/8		1/8	1	641									69	15		15					
31	31	379/4	379/4	0.5	7/8	7/8	Chord	2/4	2	1	1/8		1/8	1	642									69	15		15					
31	31	381/4	381/4	0.5	1	1	Chord	2/4	2	1	1/8		1/8	1	643									69	15		15					
31	31	383/4	383/4	0.5	9/8	9/8	Chord	2/4	2	1	1/8		1/8	1	644										15		15					
31	31	365/4	365/4	4.0	0	0	Chord	2/4	2	2	1		1	1	645		articAccentBelow								15		15					
32	32	385/4	385/4	0.0	0	0	Tempo	2/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	68								
32	32	385/4	385/4	0.0	0	0	Spanner	2/4	1	1	0													68				5				
32	32	385/4	385/4	0.1111111111111111	0	0	Chord	2/4	1	1	1/36		1/16	4/9	646									68				5				
32	32	3469/36	3469/36	0.1111111111111111	1/36	1/36	Chord	2/4	1	1	1/36		1/16	4/9	647									68				5				
32	32	3473/36	3473/36	0.1111111111111111	1/18	1/18	Chord	2/4	1	1	1/36		1/16	4/9	648									68				5				
32	32	1159/12	1159/12	0.1111111111111111	1/12	1/12	Chord	2/4	1	1	1/36		1/16	4/9	649									68				5				
32	32	3481/36	3481/36	0.1111111111111111	1/9	1/9	Chord	2/4	1	1	1/36		1/16	4/9	650									68				5				
32	32	3485/36	3485/36	0.1111111111111111	5/36	5/36	Chord	2/4	1	1	1/36		1/16	4/9	651									68				5				
32	32	1163/12	1163/12	0.1111111111111111	1/6	1/6	Chord	2/4	1	1	1/36		1/16	4/9	652									68				5				
32	32	3493/36	3493/36	0.1111111111111111	7/36	7/36	Chord	2/4	1	1	1/36		1/16	4/9	653									68				5				
32	32	3497/36	3497/36	0.1111111111111111	2/9	2/9	Chord	2/4	1	1	1/36		1/16	4/9	654									68				5				
32	32	389/4	389/4	0.0	1/4	1/4	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	68								
32	32	389/4	389/4	0.0	1/4	1/4	Spanner	2/4	1	1	0													68								
32	32	389/4	389/4	0.1111111111111111	1/4	1/4	Chord	2/4	1	1	1/36		1/16	4/9	655									68								
32	32	3505/36	3505/36	0.1111111111111111	5/18	5/18	Chord	2/4	1	1	1/36		1/16	4/9	656									68								
32	32	3509/36	3509/36	0.1111111111111111	11/36	11/36	Chord	2/4	1	1	1/36		1/16	4/9	657									68								
32	32	1171/12	1171/12	0.1111111111111111	1/3	1/3	Chord	2/4	1	1	1/36		1/16	4/9	658									68								
32	32	3517/36	3517/36	0.1111111111111111	13/36	13/36	Chord	2/4	1	1	1/36		1/16	4/9	659									68								
32	32	3521/36	3521/36	0.1111111111111111	7/18	7/18	Chord	2/4	1	1	1/36		1/16	4/9	660									68								
32	32	1175/12	1175/12	0.1111111111111111	5/12	5/12	Chord	2/4	1	1	1/36		1/16	4/9	661									68								
32	32	3529/36	3529/36	0.1111111111111111	4/9	4/9	Chord	2/4	1	1	1/36		1/16	4/9	662									68								
32	32	3533/36	3533/36	0.1111111111111111	17/36	17/36	Chord	2/4	1	1	1/36		1/16	4/9	663									68								
32	32	393/4	393/4	0.0	1/2	1/2	Tempo	2/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	68								
32	32	393/4	393/4	0.1111111111111111	1/2	1/2	Chord	2/4	1	1	1/36		1/16	4/9	664									68								
32	32	3541/36	3541/36	0.1111111111111111	19/36	19/36	Chord	2/4	1	1	1/36		1/16	4/9	665									68								
32	32	3545/36	3545/36	0.1111111111111111	5/9	5/9	Chord	2/4	1	1	1/36		1/16	4/9	666									68								
32	32	1183/12	1183/12	0.1111111111111111	7/12	7/12	Chord	2/4	1	1	1/36		1/16	4/9	667									68								
32	32	3553/36	3553/36	0.1111111111111111	11/18	11/18	Chord	2/4	1	1	1/36		1/16	4/9	668									68								
32	32	3557/36	3557/36	0.1111111111111111	23/36	23/36	Chord	2/4	1	1	1/36		1/16	4/9	669									68								
32	32	1187/12	1187/12	0.1111111111111111	2/3	2/3	Chord	2/4	1	1	1/36		1/16	4/9	670									68								
32	32	3565/36	3565/36	0.1111111111111111	25/36	25/36	Chord	2/4	1	1	1/36		1/16	4/9	671									68								
32	32	3569/36	3569/36	0.1111111111111111	13/18	13/18	Chord	2/4	1	1	1/36		1/16	4/9	672									68								
32	32	397/4	397/4	0.0	3/4	3/4	Tempo	2/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	68								
32	32	397/4	397/4	0.1111111111111111	3/4	3/4	Chord	2/4	1	1	1/36		1/16	4/9	673									68								
32	32	3577/36	3577/36	0.1111111111111111	7/9	7/9	Chord	2/4	1	1	1/36		1/16	4/9	674									68								
32	32	3581/36	3581/36	0.0	29/36	29/36	StaffText	2/4	1	1	0							rit.						68								
32	32	3581/36	3581/36	0.1111111111111111	29/36	29/36	Chord	2/4	1	1	1/36		1/16	4/9	675									68								
32	32	1195/12	1195/12	0.0	5/6	5/6	Tempo	2/4	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0	68								
32	32	1195/12	1195/12	0.1111111111111111	5/6	5/6	Chord	2/4	1	1	1/36		1/16	4/9	676									68								
32	32	3589/36	3589/36	0.0	31/36	31/36	Tempo	2/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0	68								
32	32	3589/36	3589/36	0.1111111111111111	31/36	31/36	Chord	2/4	1	1	1/36		1/16	4/9	677									68								
32	32	3593/36	3593/36	0.0	8/9	8/9	Tempo	2/4	1	1	0								𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0	68								
32	32	3593/36	3593/36	0.1111111111111111	8/9	8/9	Chord	2/4	1	1	1/36		1/16	4/9	678									68								
32	32	1199/12	1199/12	0.1111111111111111	11/12	11/12	Chord	2/4	1	1	1/36		1/16	4/9	679									68								
32	32	3601/36	3601/36	0.0	17/18	17/18	Tempo	2/4	1	1	0								𝅘𝅥=25	25.0	𝅘𝅥	25.0	0.0	68								
32	32	3601/36	3601/36	0.1111111111111111	17/18	17/18	Chord	2/4	1	1	1/36		1/16	4/9	680									68								
32	32	3605/36	3605/36	0.0	35/36	35/36	Tempo	2/4	1	1	0								𝅘𝅥=15	15.0	𝅘𝅥	15.0	0.0									
32	32	3605/36	3605/36	0.1111111111111111	35/36	35/36	Chord	2/4	1	1	1/36		1/16	4/9	681																	
32	32	401/4	401/4	0.0	1	1	Dynamic	2/4	1	1	0					ppp																
32	32	401/4	401/4	0.0	1	1	StaffText	2/4	1	1	0							pressez legèrement														
32	32	401/4	401/4	0.0	1	1	Tempo	2/4	1	1	0								𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0									
32	32	401/4	401/4	0.08333333333333333	1	1	Chord	2/4	1	1	1/48		1/32	2/3	682									70								
32	32	301/3	301/3	0.08333333333333333	49/48	49/48	Chord	2/4	1	1	1/48		1/32	2/3	683									70								
32	32	1205/12	1205/12	0.08333333333333333	25/24	25/24	Chord	2/4	1	1	1/48		1/32	2/3	684									70								
32	32	201/2	201/2	0.08333333333333333	17/16	17/16	Chord	2/4	1	1	1/48		1/32	2/3	685									70								
32	32	1207/12	1207/12	0.0	13/12	13/12	Tempo	2/4	1	1	0								𝅘𝅥=35	35.0	𝅘𝅥	35.0	0.0	70								
32	32	1207/12	1207/12	0.25	13/12	13/12	Chord	2/4	1	1	1/16		1/16	1	686									70								
32	32	605/6	605/6	0.08333333333333333	55/48	55/48	Chord	2/4	1	1	1/48		1/32	2/3	687									70								
32	32	1211/12	1211/12	0.3333333333333333	7/6	7/6	Chord	2/4	1	1	1/12		1/8	2/3	688		articStaccatoAbove															
32	32	385/4	385/4	0.3333333333333333	0	0	Chord	2/4	1	2	1/12		1/8	2/3	689																	
32	32	1159/12	1159/12	0.3333333333333333	1/12	1/12	Chord	2/4	1	2	1/12		1/8	2/3	690																	
32	32	1163/12	1163/12	0.3333333333333333	1/6	1/6	Chord	2/4	1	2	1/12		1/8	2/3	691																	
32	32	389/4	389/4	0.0	1/4	1/4	Spanner	2/4	1	2	0																		11			
32	32	389/4	389/4	0.3333333333333333	1/4	1/4	Chord	2/4	1	2	1/12		1/8	2/3	692														11			
32	32	1171/12	1171/12	0.3333333333333333	1/3	1/3	Chord	2/4	1	2	1/12		1/8	2/3	693														11			
32	32	1175/12	1175/12	0.3333333333333333	5/12	5/12	Chord	2/4	1	2	1/12		1/8	2/3	694														11			
32	32	393/4	393/4	0.0	1/2	1/2	Spanner	2/4	1	2	0																					
32	32	393/4	393/4	0.0	1/2	1/2	Spanner	2/4	1	2	0																	6				
32	32	393/4	393/4	0.3333333333333333	1/2	1/2	Chord	2/4	1	2	1/12		1/8	2/3	695													6				
32	32	1183/12	1183/12	0.3333333333333333	7/12	7/12	Chord	2/4	1	2	1/12		1/8	2/3	696													6				
